INTENSIDAD,TENSION,T1,T2,SOC
-31.99951171,3.16411078,38.536,37.18269,62.50908802
-31.99951171,3.09422446,38.15604,36.94544,30.10304054
31.9972076,3.47844663,40.35266,38.96204,82.01256222
31.9972076,3.33043412,39.81835,38.3452,12.985737
31.99490349,3.45159075,39.71149,38.46382,64.91424841
-31.9972076,2.84641794,39.46214,38.14354,6.107463698
31.9972076,3.50225071,40.49515,39.08067,88.92774598
31.9972076,3.56206607,40.83949,39.47213,95.85536091
31.99951171,3.49736782,40.45953,39.18743,87.56221896
31.99951171,3.37102312,39.43839,38.14354,22.25342104
31.9972076,3.41618982,39.18905,37.82325,38.1705327
-31.99951171,3.08018616,38.33414,37.08778,25.39242848
-31.99951171,3.176318,38.96345,37.65718,72.76982306
0,2.89646754,41.69439,40.31436,0.292987095
0,3.35423819,40.99384,39.61448,99.39295012
31.99951171,3.43816281,39.3434,38.00119,52.44181184
-31.99951171,3.10643168,38.06105,36.88612,34.16954702
-31.99490349,2.32669566,40.35266,39.1637,1.945143675
-31.99951171,3.23338674,39.98458,38.535,97.25717833
-31.9972076,3.07682918,38.39351,37.1471,24.45469421
32.00181582,3.17875944,40.61389,39.1637,3.132656521
-31.9972076,3.11680781,37.96606,36.72005,37.77861005
-32.00181582,3.14091707,38.06105,36.81495,48.30293877
31.99951171,3.30998703,40.18644,38.90273,7.776809001
31.99951171,3.47814145,40.25768,38.99763,82.05054037
-31.99951171,2.54306859,40.0202,38.61803,2.986102535
-31.9972076,3.11100938,38.01355,36.6726,35.85169039
-31.99951171,3.17265583,38.82096,37.46738,69.73779411
31.9972076,3.37254902,39.59275,38.29775,22.8876796
31.99951171,3.3276875,39.72336,38.39265,12.05894719
-31.9972076,3.14641032,38.12042,36.83868,51.30134322
31.99951171,3.41985199,39.12968,37.81139,39.70924337
31.99951171,3.41466392,39.18905,37.95374,36.73138462
-31.99951171,2.99473564,39.03469,37.74022,11.15369863
-31.9972076,3.1107042,38.00168,36.75564,35.58630644
31.99951171,3.48790723,40.36454,39.03322,84.92369857
31.99951171,3.4836347,40.43578,39.1637,84.17130614
32.00181582,3.34935531,39.66399,38.36892,17.78474953
-31.9972076,3.18791485,39.24842,37.94188,80.44564259
-31.99951171,3.16014343,38.38164,37.19455,59.54384663
31.99951171,3.4134432,39.1653,37.83512,35.80615792
0,3.34599832,40.697,39.27047,99.29782719
-31.9972076,3.19737545,39.37902,38.08423,84.33615653
31.9972076,3.43114366,39.22467,37.93002,46.80524928
31.99951171,3.40032044,39.31966,37.94188,29.68103607
-31.9972076,3.18822004,39.27216,37.94188,80.01875506
0,2.35385672,41.11258,39.78055,0.696165579
31.9972076,3.44518196,39.46214,38.14354,58.65859391
32.00411994,3.44213016,39.3434,38.16726,55.62888077
-31.99951171,3.13847562,38.02543,36.7675,46.52485322
-31.9972076,3.24284733,40.04395,38.6299,97.97589394
31.99951171,3.46837568,40.22206,38.78411,77.21542746
-31.9972076,3.07316701,38.44101,37.15896,23.13796742
-31.9972076,3.20164797,39.37902,38.04864,85.63147338
-31.9972076,3.05516136,38.65473,37.41993,18.94031112
-31.9972076,3.15526055,38.29852,37.07592,56.39267168
31.99951171,3.55016403,40.83949,39.48399,95.14384342
31.9972076,3.41039139,39.27216,37.95374,34.21616297
31.99951171,3.48455024,40.38829,39.08067,84.34237367
31.9972076,3.45647364,39.81835,38.49941,68.6129552
0,3.43633173,41.1482,39.7331,99.54068733
32.00181582,3.36064698,39.53338,38.26216,19.91999911
-31.99951171,3.18608377,39.17717,37.8707,78.54688783
-31.9972076,3.11894408,38.00168,36.81495,38.79625845
-31.99951171,3.17296101,38.86846,37.58601,69.82479937
31.99951171,3.44792859,39.60463,38.42824,61.67623185
-31.9972076,2.8409247,39.43839,38.13168,6.382437124
-31.99951171,3.01365682,38.95157,37.63346,12.94365766
0,2.81467918,41.65877,40.21946,0.125640981
-31.99951171,3.1793698,39.05844,37.81139,75.16853272
-31.99490349,3.2028687,39.45027,38.08423,86.22050707
31.9972076,3.50804913,40.5189,39.31792,89.77728609
31.99951171,3.42442969,39.14155,37.89443,42.76245976
32.00181582,3.34966049,39.55713,38.2503,18.00475291
31.99951171,3.4991989,40.45953,39.09253,88.20815877
31.99951171,3.34691386,39.59275,38.1554,17.40507543
-32.00411994,3.07866026,38.38164,37.15896,24.81449235
31.9972076,3.46105135,40.0202,38.74852,72.5957632
31.9972076,3.43877317,39.33153,38.0605,53.04144619
31.99951171,3.33165484,39.67587,38.32148,13.13836665
-31.99951171,3.15617609,38.27478,37.02847,56.48016382
-31.99490349,3.13450828,37.97793,36.7675,44.82078691
0,3.34691386,40.81574,39.47213,99.84486965
32.00181582,3.45433738,39.74711,38.46382,66.50974821
-31.9972076,3.0811017,38.32227,37.09965,26.47469577
-31.9972076,3.19859617,39.35528,38.04864,84.78336929
31.99951171,3.48607614,40.38829,38.99763,84.26021005
31.9972076,3.45342184,39.83022,38.45196,67.02147177
31.99951171,3.47203784,40.19831,38.89087,79.29203262
0,2.88944839,41.70626,40.3618,0.292987095
-31.9972076,3.06126497,38.55974,37.31317,20.25958448
32.00181582,3.40032044,39.28403,37.97747,29.56954649
-31.9972076,3.1232166,37.97793,36.79123,40.04629123
-31.99951171,2.51346609,40.0677,38.79597,2.638511754
-31.9972076,3.11924926,38.02543,36.7675,38.88304781
0,2.62943465,41.46879,40.16014,0.696165579
-31.9972076,3.18120089,39.02282,37.63346,75.42653706
31.99951171,3.4009308,39.31966,37.97747,29.72253751
0,3.3417258,40.23393,38.84342,99.54068733
0,2.82413977,41.69439,40.38553,0.060523545
31.99951171,3.46196689,39.96083,38.61803,73.05536963
31.99951171,3.31548028,40.04395,38.74852,8.789561642
-31.9972076,3.15831235,38.34602,37.12337,58.31155305
0,2.89799344,41.73001,40.3618,0.388484217
-31.9972076,2.64927138,39.77085,38.45196,3.925244459
-31.9972076,3.27580682,40.2458,38.79597,99.7201391
31.99951171,3.47325856,40.23393,38.99763,79.67203474
31.9972076,3.53276875,40.78012,39.43654,93.7656793
-31.9972076,3.19554437,39.37902,37.98933,83.52960725
31.99951171,3.44121462,39.35528,38.1554,55.02917734
31.99951171,3.44121462,39.37902,38.13168,54.90924175
-31.99490349,3.18822004,39.27216,37.89443,80.05166769
0,2.9236286,41.05321,39.61448,0.125640981
-31.9972076,3.14793622,38.15604,36.93357,51.7484974
-31.9972076,3.08506905,38.22728,36.99289,27.09573483
31.99951171,3.43785763,39.35528,38.03678,52.08665539
0,3.35973144,41.08883,39.62634,99.18001769
-31.99951171,2.09262226,40.75637,39.46027,0.470685666
-31.9972076,2.69321736,39.75898,38.41637,4.429428306
31.99951171,3.45799954,39.85397,38.6299,70.09832239
0,2.92576486,41.52816,40.10083,0.509157287
31.9972076,3.44579232,39.6165,38.23844,60.18550234
31.99951171,3.13847562,40.76825,39.41282,1.897330161
-31.99490349,3.07927062,38.34602,37.18269,25.48428225
0,2.92607004,41.40942,40.12456,0.388484217
31.99951171,3.47783627,40.2458,38.90273,81.14187864
31.99951171,3.31731136,39.86584,38.55872,9.489220515
31.9972076,3.45159075,39.66399,38.39265,64.5352604
31.99951171,3.32097353,39.85397,38.49941,10.17291357
-31.99951171,3.18822004,39.22467,37.97747,79.95966754
31.99490349,3.45891508,39.86584,38.61803,70.81790053
31.99951171,3.33134966,39.74711,38.40451,13.05131378
-31.9972076,3.15312428,38.21541,36.99289,54.31831306
-31.99951171,3.14763104,38.13229,36.83868,51.78106788
32.00181582,3.46532387,40.03208,38.66549,74.81864656
31.9972076,3.41618982,39.12968,37.78767,38.39379568
-31.9972076,3.18730449,39.22467,37.91815,79.81181421
0,2.91172656,41.27881,39.85172,-1.0764e-12
31.9972076,3.45250629,39.69962,38.41637,66.21895143
0,3.34508278,40.62576,39.29419,100
-31.99951171,3.20622568,39.49776,38.1554,87.77962528
32.00181582,3.36217288,39.54526,38.19099,20.36743923
0,2.88334478,41.76563,40.3618,0.388484217
32.00181582,3.48332952,40.30517,38.99763,83.65069613
-31.99490349,3.16258488,38.4885,37.15896,61.66959156
-31.9972076,3.06462196,38.54787,37.242,21.07499247
31.9972076,3.51842527,40.60201,39.30605,91.33645611
-31.9972076,3.15678645,38.32227,37.02847,57.14528378
0,3.39055467,41.21944,39.87545,99.84486965
0,2.9156939,41.21944,39.828,0.060523545
0,2.93064775,41.54003,40.32622,0.696165579
-31.9972076,3.0499733,38.65473,37.47924,18.22162185
32.00181582,3.43358511,39.1653,37.8707,48.39945369
0,2.87266346,41.78938,40.38553,0.696165579
32.00181582,3.45494774,39.78273,38.47569,67.57972852
31.99951171,3.33043412,39.72336,38.40451,12.93137818
0,2.81528954,41.74189,40.31436,0.388484217
-31.9972076,3.19951171,39.3909,37.98933,84.78133266
0,3.34416724,40.5189,39.21115,99.39295012
-31.99951171,3.1668574,38.55974,37.30131,64.75466881
32.00181582,3.11680781,40.93447,39.61448,1.780345098
32.00181582,3.45677882,39.91334,38.61803,69.47741409
-31.99951171,3.17143511,38.77347,37.5267,69.17175793
32.00181582,3.45281147,39.71149,38.39265,65.61464531
31.99951171,3.44029908,39.31966,38.02491,53.90733283
31.99951171,3.60387579,41.04134,39.62634,98.20307681
-31.99951171,3.2059205,39.49776,38.2503,88.24153631
-31.9972076,3.1747921,38.82096,37.55042,70.87981367
32.00181582,3.43266957,39.17717,37.88256,47.83298748
31.99951171,3.43327993,39.31966,38.03678,49.03212324
-31.99951171,3.09727626,38.0848,36.88612,31.75184061
-32.00181582,3.05088884,38.65473,37.47924,18.21799685
31.99951171,3.46257725,39.93709,38.58245,72.7797169
31.9972076,3.33745327,39.65212,38.26216,15.00633097
31.99951171,3.44914931,39.60463,38.23844,62.22542808
31.9972076,3.46593423,40.13894,38.83156,75.89619728
31.99490349,3.33775845,39.69962,38.36892,14.68952245
-31.99951171,3.17540246,38.85658,37.45552,71.22888119
-31.9972076,3.08201724,38.28665,37.09965,26.25707543
31.99951171,3.43663691,39.23654,38.03678,50.74304138
-31.9972076,2.86381323,39.3909,38.13168,6.356408418
-31.99951171,2.82932784,39.48589,38.14354,6.565645464
31.9972076,3.44213016,39.3909,38.08423,56.86387055
-31.9972076,3.16502632,38.51225,37.23013,63.19643903
31.9972076,3.41985199,39.12968,37.82325,39.7971794
31.99951171,3.33714809,39.71149,38.3452,14.56960413
31.9972076,3.4305333,39.14155,37.84698,46.27377385
31.99951171,3.34142061,39.64025,38.29775,15.56995039
-31.9972076,3.0389868,38.7616,37.56228,16.18185557
-31.9972076,2.28061341,40.43578,39.24674,1.70528113
31.99951171,3.41100175,39.20092,37.95374,34.35836521
-31.9972076,3.0530251,38.70223,37.41993,18.88824445
-31.9972076,3.18455787,39.18905,37.83512,78.012868
-31.9972076,3.15922789,38.39351,37.18269,58.9112133
-31.9972076,2.95048447,39.22467,37.89443,8.986839131
31.9972076,3.48424506,40.40016,39.11626,84.10251976
-32.00181582,3.15709163,38.28665,37.1471,57.196696
31.9972076,3.34416724,39.72336,38.39265,16.65143951
-31.9972076,3.06462196,38.54787,37.15896,20.97655646
31.99951171,3.48302434,40.34079,39.04508,83.33414433
31.99951171,3.43755245,39.24842,37.91815,52.18640353
31.99951171,3.3011368,40.15081,38.67735,6.72702539
-31.99951171,3.20561532,39.49776,38.16726,87.41982758
-31.9972076,2.90562295,39.33153,38.08423,7.701624129
-31.9972076,3.11528191,37.96606,36.72005,37.14540738
-31.99951171,3.08323796,38.27478,37.07592,26.6168645
-32.00181582,3.14457923,38.10854,36.92171,49.8296156
31.9972076,3.42504005,39.14155,37.83512,43.18725201
-31.9972076,3.23430228,39.98458,38.52314,97.02515545
31.99951171,3.50957504,40.67326,39.37723,90.76740438
-31.99951171,3.18272679,39.07031,37.83512,76.50807087
31.99951171,3.32341497,39.93709,38.57058,11.25474812
-31.99951171,3.01487755,38.96345,37.71649,13.45821685
-31.99951171,3.14793622,38.12042,36.82681,52.0209477
31.9972076,3.4586099,39.86584,38.64176,71.25628537
0,3.34996567,40.88698,39.51958,99.54068733
31.99951171,3.41008621,39.28403,38.00119,34.09623601
-31.99951171,3.20408942,39.45027,38.08423,87.0629463
0,2.91966125,41.08883,39.56703,0.060523545
-31.9972076,3.14885176,38.10854,36.87426,51.92184686
-32.00181582,3.13908598,38.06105,36.79123,47.07127232
31.99951171,3.4445716,39.48589,38.19099,58.50734143
0,3.36217288,41.10071,39.78055,99.06880096
32.00181582,3.49156939,40.5189,39.11626,86.6284061
-31.99951171,3.1216907,37.94231,36.72005,39.54392748
31.99951171,3.49340047,40.41203,39.10439,86.41907487
-31.99951171,3.1918822,39.31966,37.97747,82.12470502
31.99951171,3.41863127,39.14155,37.8707,38.86968646
31.99951171,3.33806363,39.67587,38.35706,14.80945804
32.00181582,3.47295338,40.15081,38.77225,79.04699754
-31.99951171,3.00114443,38.98719,37.78767,11.74432852
32.00181582,3.40367742,39.33153,38.02491,31.09777067
-32.00181582,3.15739681,38.28665,37.04034,57.20757299
-31.99951171,2.95231556,39.18905,37.94188,8.962155411
-31.99951171,3.18455787,39.09406,37.70463,77.70821072
-31.99951171,3.15220874,38.23915,36.89799,54.50686702
0,2.89494163,41.68252,40.32622,0.292987095
0,2.9282063,41.36193,40.04152,0.388484217
31.9972076,3.42839704,39.09406,37.76394,45.47001579
31.99951171,3.45922026,39.98458,38.67735,71.69872276
31.99951171,3.40703441,39.31966,37.98933,32.41710449
-31.99951171,3.17235065,38.74972,37.46738,69.07317461
-31.99951171,3.15739681,38.33414,37.07592,57.7118928
32.00181582,3.316701,39.92521,38.58245,8.885855664
31.9972076,3.39177539,39.43839,38.21471,27.13717555
32.00181582,3.32707713,39.75898,38.30961,11.88428646
-31.9972076,3.16044862,38.38164,37.04034,59.48632159
0,2.9156939,41.65877,40.26691,0.509157287
32.00181582,3.53856718,40.80386,39.47213,94.18435955
0,2.92851148,41.1482,39.828,0.292987095
-31.99951171,3.06919966,38.45288,37.19455,22.17849176
-31.99951171,3.12932021,37.97793,36.77936,42.68696915
31.99951171,3.46013581,39.86584,38.55872,71.58036229
32.00181582,3.36858167,39.46214,38.13168,21.65376942
0,3.34294652,40.49515,39.18743,99.84486965
-31.99951171,3.17265583,38.77347,37.47924,69.19216088
-31.99951171,3.08476387,38.23915,37.0522,27.40310316
31.99951171,3.14885176,40.67326,39.27047,2.532961813
0,3.35210193,40.98197,39.56703,99.29782719
31.99951171,3.44792859,39.59275,38.19099,61.38584484
0,3.34294652,40.4714,39.09253,99.69177997
31.9972076,3.58587015,40.91073,39.5433,96.79699304
-31.99490349,3.18425269,39.1653,37.93002,77.74015328
32.00181582,3.54497597,40.78012,39.42468,94.36835643
32.00181582,3.55657282,40.82761,39.43654,95.49558868
-31.99951171,3.00480659,38.97532,37.82325,12.80215327
0,2.92576486,41.21944,39.85172,0.292987095
31.99951171,3.3151751,39.98458,38.66549,8.453144621
32.00181582,3.50011444,40.49515,39.11626,88.09818911
31.99951171,3.42961776,39.1653,37.72836,45.70585408
31.99951171,3.37987335,39.43839,38.04864,24.16416772
0,3.38750286,41.18382,39.76869,99.29782719
31.99951171,3.42015717,39.12968,37.84698,40.23497988
32.00181582,3.43877317,39.37902,38.04864,53.4059715
31.99951171,3.37865263,39.46214,38.19099,23.75798682
-32.00181582,2.7988098,39.54526,38.29775,5.387859653
32.00181582,3.43694209,39.27216,38.04864,50.62310579
31.99951171,3.49095903,40.41203,39.04508,85.81938871
0,2.87876707,41.78938,40.3618,0.388484217
0,2.9001297,41.6469,40.26691,0.292987095
0,2.8845655,41.70626,40.30249,0.060523545
-31.99951171,3.21232929,39.55713,38.20285,89.82915558
-32.00181582,3.09941253,38.0848,36.88612,31.89392255
31.9972076,3.43297475,39.27216,37.94188,48.36429883
-31.9972076,3.12718395,37.96606,36.82681,41.72537094
0,2.94499123,41.1482,39.87545,0.696165579
-31.9972076,3.19798581,39.42652,38.00119,84.7288932
31.99490349,3.58373388,40.9226,39.57889,96.67706651
31.99951171,3.52208743,40.64951,39.37723,91.81619805
0,3.35912108,41.08883,39.6382,99.18001769
-31.9972076,3.22728313,39.86584,38.58245,96.08905771
-31.9972076,3.08415351,38.28665,37.0522,27.43416279
-31.99490349,3.16838331,38.69035,37.44366,66.61966954
0,3.3899443,41.18382,39.78055,99.29782719
31.99951171,3.43572137,39.20092,37.89443,49.7187616
0,2.91630426,41.11258,39.72124,-1.0764e-12
31.99951171,3.44914931,39.60463,38.32148,62.54262801
31.99490349,3.32433051,39.92521,38.55872,11.4945934
-31.9972076,3.12382696,38.04918,36.79123,40.56205843
-31.99951171,3.14030671,38.01355,36.81495,47.48432024
-31.99490349,3.14549477,38.15604,36.82681,50.27626355
0,3.38078889,41.24319,39.93476,99.84486965
0,2.92088197,41.51628,40.19573,0.388484217
31.99951171,3.5944152,40.9701,39.6382,97.15678254
-31.9972076,3.15465019,38.22728,36.94544,55.39990732
0,2.91844053,40.9701,39.6382,-1.0764e-12
31.9972076,3.43327993,39.18905,37.82325,49.06806336
31.99951171,3.38750286,39.46214,38.20285,26.18038986
-31.9972076,3.15312428,38.21541,36.94544,54.65490171
-31.99951171,3.20347906,39.46214,38.10795,86.58028751
-31.99951171,3.17021439,38.70223,37.40807,67.03123353
31.99951171,3.33043412,39.69962,38.35706,13.32724272
31.99951171,3.46776532,40.03208,38.73666,76.10458771
32.00181582,3.03776608,41.00572,39.62634,0.633166934
-31.9972076,3.18272679,39.05844,37.62159,76.15680264
31.99951171,3.47844663,40.25768,38.98577,81.70399145
-31.9972076,3.1622797,38.45288,37.19455,61.39744144
-31.9972076,3.24925612,40.09145,38.68921,98.33568301
31.99951171,3.30815595,40.03208,38.74852,7.690231256
-31.9972076,3.09025711,38.17979,36.8624,28.77481454
31.9972076,3.37865263,39.46214,38.0605,23.80436958
0,3.34233616,40.30517,38.90273,100
-31.99951171,3.17112993,38.74972,37.47924,68.35359647
-31.9972076,3.02616922,38.85658,37.66904,14.50279314
32.00181582,3.53185321,40.67326,39.41282,93.16898455
-31.99951171,3.11680781,38.01355,36.8624,37.95674429
-31.9972076,3.15770199,38.33414,37.0522,57.83182839
-31.99490349,3.23887999,39.98458,38.61803,97.82905457
31.99951171,3.45433738,39.74711,38.52314,66.98949014
32.00181582,3.4259556,39.18905,37.91815,43.81109746
31.9972076,3.43907836,39.37902,38.0605,53.40122662
32.00181582,3.36705577,39.50964,38.14354,21.35926809
0,2.88059815,41.73001,40.3618,0.292987095
32.00181582,3.46227207,39.92521,38.535,72.50653164
-31.99951171,3.11589227,37.97793,36.6726,37.29889403
-31.9972076,3.21477073,39.6165,38.23844,91.25970466
31.99951171,3.35393301,39.69962,38.35706,18.93003265
-31.99951171,3.06157015,38.58349,37.28945,20.3554139
31.99951171,3.45677882,39.81835,38.49941,68.89897598
31.99951171,3.3417258,39.78273,38.45196,16.0518138
0,3.34264134,40.36454,39.03322,99.29782719
-31.99951171,3.15739681,38.34602,37.08778,57.59195721
-31.9972076,3.1778439,38.98719,37.70463,73.69549244
-31.99951171,3.15342947,38.21541,37.07592,54.68031148
31.9972076,3.45250629,39.78273,38.47569,66.30191047
-31.9972076,3.15800717,38.32227,36.99289,57.80725052
-31.99490349,3.08598459,38.2629,37.02847,27.76290951
-31.99490349,3.08171206,38.33414,37.07592,26.41043853
-31.99951171,3.1387808,38.01355,36.87426,46.53365948
-31.9972076,3.17692836,38.96345,37.62159,72.67109293
31.9972076,3.4149691,39.1653,37.94188,36.83080862
-31.99951171,3.17662318,38.91595,37.60973,72.42822717
-31.99951171,3.09330892,38.16791,36.88612,30.4325327
31.9972076,3.38078889,39.43839,38.1554,24.32534525
-31.9972076,3.10948348,38.02543,36.7675,35.02021453
-31.9972076,3.01792935,38.92783,37.70463,13.66421102
-31.9972076,3.14427405,38.12042,36.92171,49.70968908
-31.9972076,3.176318,38.91595,37.56228,71.95921586
-31.9972076,3.22819867,39.87772,38.42824,95.82582675
31.99951171,3.43785763,39.29591,37.91815,51.62863605
31.9972076,3.54375525,40.80386,39.3535,94.53613073
-31.99951171,3.20836194,39.49776,38.19099,88.38995526
-31.99951171,2.03860533,40.82761,39.48399,0.23082312
31.99951171,3.41741054,39.12968,37.81139,38.55591745
31.9972076,3.45189593,39.69962,38.40451,65.06114372
32.00181582,3.47203784,40.15081,38.89087,78.65661656
0,2.34958419,41.08883,39.79241,0.213405069
0,3.34538796,40.61389,39.2586,99.29782719
31.9972076,3.33257038,39.67587,38.27402,13.80699333
31.9972076,3.47936217,40.23393,38.87901,81.68551793
31.99951171,3.43205921,39.17717,37.7758,47.1450367
-31.99951171,3.17204547,38.7616,37.45552,68.48118994
-31.9972076,3.21019303,39.50964,38.23844,89.46157003
31.99951171,3.35454337,39.569,38.26216,18.8082433
-31.9972076,2.20737011,40.56639,39.22301,1.067143444
-31.9972076,3.24193179,40.0202,38.78411,97.97377959
31.99951171,3.3182269,40.0202,38.71293,9.815600052
-31.9972076,3.14274815,38.04918,36.7675,48.56372243
31.99951171,3.49004349,40.38829,39.08067,85.45957373
31.9972076,3.60418097,40.94635,39.56703,97.80269601
31.99951171,3.45891508,39.86584,38.57058,70.69798221
-31.9972076,3.17112993,38.80909,37.50297,68.62549614
31.9972076,3.47844663,40.2933,39.00949,82.17046724
-32.00181582,3.15556573,38.28665,37.08778,56.11730245
0,3.36278325,41.11258,39.68565,99.18001769
31.99490349,3.45372702,39.71149,38.45196,66.26988566
31.99951171,3.48332952,40.30517,39.00949,83.48453322
-31.9972076,3.15190356,38.17979,36.87426,53.81542209
-31.99951171,3.17174029,38.74972,37.44366,68.24131919
32.00411994,3.35851072,39.54526,38.30961,19.52787368
-31.99951171,3.14091707,38.06105,36.72005,47.60208924
31.99951171,3.32494087,39.80648,38.45196,11.33148394
31.9972076,3.4119173,39.23654,37.98933,35.17564683
32.00181582,3.4180209,39.1653,37.82325,38.83767826
-31.9972076,3.22087434,39.72336,38.39265,93.93038288
-31.99951171,3.15159838,38.22728,37.02847,53.75422902
-31.99951171,3.14366369,38.06105,36.82681,49.13820565
31.99951171,3.42137789,39.09406,37.76394,41.39219171
-31.99951171,3.14763104,38.12042,36.81495,50.97113471
31.9972076,3.45799954,39.85397,38.60617,70.5366638
31.99951171,3.42626078,39.20092,37.93002,44.05095958
-31.9972076,3.15678645,38.32227,36.99289,57.26521074
31.9972076,3.47966735,40.2458,38.93832,82.21147034
-31.99951171,3.02037079,38.88033,37.57414,13.87918216
31.9972076,3.41405356,39.14155,37.83512,36.71475056
-31.9972076,3.14915694,38.16791,36.94544,52.46808461
-31.99951171,3.20866712,39.569,38.21471,89.16626481
-31.99951171,3.11680781,38.00168,36.70819,38.34834431
-31.99951171,2.99504082,39.07031,37.82325,11.96262183
32.00181582,3.46501869,40.04395,38.67735,74.60953957
-31.99951171,3.16838331,38.65473,37.33689,65.83494215
-31.9972076,3.15495537,38.29852,36.96916,55.9460151
-31.9972076,3.16807813,38.63099,37.30131,65.47426422
31.9972076,3.31090257,40.17456,38.92646,7.896735524
-31.9972076,2.99229419,39.08218,37.84698,11.26552684
-31.9972076,2.9703212,39.14155,37.8707,9.801651868
-31.9972076,3.08445869,38.29852,37.02847,27.12999119
-31.99951171,3.14274815,38.07292,36.79123,48.56153899
31.99951171,3.44975967,39.72336,38.47569,64.08028227
-31.99951171,3.16350042,38.536,37.26572,62.42216911
31.99951171,3.46440833,40.03208,38.7248,74.65566369
32.00411994,3.26848249,40.32892,38.92646,5.287782323
31.9972076,3.36919203,39.43839,38.08423,22.32246527
-31.99951171,3.11528191,38.02543,36.79123,37.04794723
-31.9972076,3.17143511,38.7616,37.44366,68.71338554
31.9972076,3.48393988,40.35266,38.98577,83.5405883
31.9972076,3.43236439,39.24842,37.93002,47.88459964
31.99951171,3.41283284,39.17717,37.8707,35.47944113
31.99951171,3.46501869,40.0677,38.95018,75.10804002
31.99951171,3.38811322,39.40277,38.03678,26.08306636
-31.9972076,3.09788663,38.13229,36.83868,31.72053054
31.99951171,3.14030671,40.72075,39.27047,1.86438656
0,2.94346532,41.21944,39.99407,0.696165579
31.99951171,3.46562905,40.03208,38.74852,75.01547867
32.00181582,3.47661555,40.23393,38.99763,80.8154641
32.00181582,3.35210193,39.65212,38.40451,18.38443568
0,3.34569314,40.67326,39.27047,99.18001769
-31.9972076,3.22697795,39.83022,38.6299,95.69506555
-31.9972076,3.10185397,38.04918,36.81495,32.73347125
31.9972076,3.31486992,40.03208,38.7248,8.669626051
31.99951171,3.44029908,39.29591,38.03678,54.03647396
31.99951171,3.43511101,39.23654,37.91815,49.70967653
-31.99951171,3.16777295,38.63099,37.31317,65.24301794
32.00181582,3.40337224,39.24842,37.91815,30.52903035
-31.9972076,3.12993057,37.97793,36.70819,42.78202176
-31.99951171,3.21080339,39.54526,38.23844,90.16050404
32.00181582,3.34386206,39.64025,38.21471,16.201947
31.99951171,3.33348592,39.66399,38.36892,13.49819026
-32.00181582,3.2043946,39.46214,38.1554,87.64185879
31.9972076,3.31944762,39.98458,38.64176,10.17538912
0,2.83695735,41.74189,40.38553,0.509157287
-31.99951171,3.16289006,38.50037,37.26572,62.33545213
0,2.92576486,41.11258,39.69751,0.213405069
-31.99951171,3.1888304,39.28403,37.95374,80.80543209
-31.9972076,3.17814908,39.02282,37.70463,74.14226993
31.9972076,3.42442969,39.12968,37.88256,42.75358195
31.99951171,3.39147021,39.31966,37.97747,27.35975608
-31.9972076,3.12718395,38.01355,36.81495,41.96820215
-31.99951171,3.16746777,38.59536,37.28945,65.2344021
-31.9972076,3.19523919,39.35528,38.02491,83.37674176
0,3.34294652,40.44765,39.09253,99.54068733
31.9972076,3.36400397,39.569,38.2503,21.02086241
31.9972076,3.47203784,40.23393,38.89087,79.13423974
31.9972076,3.42626078,39.11781,37.7758,44.39061361
32.00181582,3.24345769,40.38829,38.99763,4.811770727
0,2.89921416,41.62315,40.23132,0.213405069
31.99951171,3.4399939,39.3434,38.08423,54.26713053
0,3.34142061,40.19831,38.79597,99.54068733
-31.9972076,3.18059052,39.03469,37.62159,74.95749941
0,2.93217365,41.35006,40.08897,0.509157287
31.9972076,3.44518196,39.49776,38.13168,58.77852087
0,3.3417258,40.19831,38.83156,99.18001769
-31.9972076,3.16594186,38.54787,37.33689,63.91515465
-31.99951171,3.11558709,38.01355,36.73191,37.28782662
31.9972076,3.43175402,39.17717,37.89443,47.19110036
32.00181582,3.45952544,39.86584,38.51127,70.94733528
-31.99951171,3.12565805,37.96606,36.77936,41.12784231
0,3.3432517,40.43578,39.09253,99.39295012
-31.9972076,3.07042039,38.51225,37.26572,22.69269731
-31.9972076,3.06584268,38.54787,37.19455,21.31485501
0,3.34599832,40.73262,39.40095,99.69177997
-31.9972076,3.15403983,38.21541,36.93357,55.04882044
-31.99490349,3.13023575,37.96606,36.6726,42.90194872
0,3.34233616,40.32892,38.90273,99.18001769
-31.9972076,3.135729,38.01355,36.79123,45.5403482
-31.99951171,2.92179751,39.28403,37.97747,8.484587715
31.99951171,3.13939117,40.86324,39.50771,2.073113282
0,2.92637522,41.08883,39.67379,0.213405069
31.99951171,3.44640269,39.50964,38.20285,59.73797883
31.99490349,3.46288243,39.97271,38.57058,73.17034832
-31.9972076,3.03868162,38.7616,37.45552,16.27778862
-31.99951171,3.22575723,39.83022,38.57058,96.03729143
-31.9972076,3.21263447,39.569,38.20285,90.54097221
31.9972076,3.41863127,39.11781,37.88256,39.71311205
-31.99951171,3.1918822,39.27216,37.88256,81.42527076
0,3.34905013,40.86324,39.50771,99.39295012
0,2.92027161,40.87511,39.51958,-1.0764e-12
31.9972076,3.49828336,40.54264,39.11626,88.30749401
32.00181582,3.47936217,40.25768,38.96204,81.74158164
32.00181582,3.5523003,40.81574,39.37723,94.96803396
31.9972076,3.48882277,40.49515,39.24674,85.85028221
