INTENSIDAD,TENSION,T1,T2,SOC
-31.9972076,3.17723354,38.96345,37.65718,73.33570337
31.99951171,3.30540932,40.12707,38.81969,7.054616704
-31.9972076,3.17570764,38.92783,37.65718,71.62373652
31.9972076,3.32677195,39.87772,38.42824,11.90638663
0,2.873579,41.69439,40.26691,0.060523545
0,3.36369879,41.10071,39.76869,99.06880096
31.99951171,3.53337911,40.697,39.36536,93.80416705
-31.9972076,3.02128634,38.91595,37.57414,13.99911775
-31.99951171,3.14549477,38.04918,36.79123,49.7717883
0,3.35484855,41.00572,39.61448,99.39295012
0,2.30045014,41.07696,39.72124,0.388484217
-31.99951171,3.15922789,38.36976,37.08778,58.63589589
-31.99951171,3.16166934,38.42913,37.13523,60.55485498
-31.99259937,3.06767376,38.54787,37.34876,22.12632146
-31.9972076,3.18303197,39.09406,37.6809,76.63653593
31.9972076,3.62615396,41.08883,39.67379,99.04256463
-31.9972076,3.18730449,39.24842,37.89443,79.96590929
-31.99951171,3.0249485,38.88033,37.62159,14.38003505
-31.9972076,3.13115129,37.97793,36.64888,43.26172915
31.99951171,3.45311666,39.69962,38.45196,66.06333806
31.99951171,3.40489815,39.27216,37.97747,31.28172481
-31.9972076,3.15648127,38.28665,37.00475,56.59922782
-31.9972076,3.21873808,39.67587,38.32148,92.58766338
-31.9972076,3.15922789,38.34602,37.08778,58.87798462
31.9972076,3.45342184,39.81835,38.47569,66.66169954
32.00411994,3.32951858,39.71149,38.32148,13.08737171
-31.99951171,3.22087434,39.72336,38.41637,93.53630436
-31.99951171,3.04661631,38.7141,37.51483,17.62198751
-31.99951171,3.13115129,38.00168,36.83868,43.16455398
-31.9972076,3.13664454,38.02543,36.7675,46.23175816
0,2.84489204,41.70626,40.38553,0.060523545
31.99951171,3.40459297,39.27216,37.94188,31.04185406
31.9972076,3.45281147,39.69962,38.41637,65.85450786
0,3.34203098,40.32892,38.96204,99.69177997
31.99951171,3.47966735,40.2458,38.92646,81.97159959
31.99951171,3.43175402,39.20092,37.8707,46.9933956
0,2.93308919,41.31443,40.06525,0.509157287
31.9972076,3.50011444,40.49515,39.09253,88.44802132
32.00181582,3.42687114,39.12968,37.8707,43.63514983
-31.9972076,3.04936294,38.69035,37.5267,17.97814294
31.99951171,3.50896468,40.56639,39.18743,90.68585282
-31.99951171,2.36148623,40.2933,38.99763,2.030813642
31.99490349,3.42687114,39.18905,37.91815,44.04691463
31.9972076,3.49309529,40.45953,39.15184,86.8608721
-32.00181582,3.14274815,38.0848,36.7675,49.26243991
-31.99951171,2.59464408,39.86584,38.55872,3.23818064
31.99951171,3.48943313,40.41203,39.08067,85.21970255
31.9972076,3.32219425,39.91334,38.51127,10.7070834
31.99951171,3.47783627,40.22206,38.92646,81.17526224
31.99951171,3.45952544,39.87772,38.52314,70.89164291
-32.00181582,3.19645991,39.35528,38.00119,83.58198668
32.00411994,3.45189593,39.75898,38.42824,65.51952577
31.9972076,3.45738918,39.83022,38.52314,69.33255061
31.99951171,3.50499733,40.50702,39.29419,89.05768161
32.00181582,3.4680705,40.09145,38.78411,76.49772583
-31.99490349,2.9843595,39.09406,37.83512,10.81980009
-31.99951171,3.12230106,37.97793,36.75564,40.2672952
-31.99490349,3.08903639,38.21541,37.02847,28.51056126
31.99490349,3.52788586,40.73262,39.30605,92.97708161
-31.9972076,3.20225834,39.43839,38.03678,85.86071757
31.9972076,3.39116503,39.42652,38.20285,27.01724859
-31.9972076,3.21660182,39.71149,38.32148,92.28449258
-31.99951171,3.08812085,38.21541,36.93357,28.75343573
-31.99951171,3.14702068,38.12042,36.83868,51.42127018
31.99951171,3.46654459,40.07957,38.68921,75.50491019
-31.99951171,3.15892271,38.38164,37.13523,58.67134212
-31.99951171,3.07530327,38.39351,37.23013,23.85755419
-31.99951171,3.09300374,38.13229,36.88612,29.85417354
-31.9972076,3.20164797,39.42652,38.02491,85.95610554
31.9972076,3.36827649,39.46214,38.08423,22.08259427
0,2.90867475,41.49254,40.10083,0.125640981
-31.9972076,3.22850385,39.97271,38.51127,96.72192464
0,2.83421073,41.68252,40.26691,0.213405069
31.9972076,3.42107271,39.09406,37.83512,41.1523207
0,3.35759518,41.04134,39.76869,100
31.99951171,3.44945449,39.64025,38.29775,63.09610369
31.99490349,3.46379797,40.09145,38.77225,74.45705784
0,3.43633173,41.08883,39.828,99.39295012
-31.9972076,3.17357137,38.80909,37.57414,70.00564306
-31.99951171,3.07682918,38.34602,37.12337,25.15539693
-31.9972076,3.15892271,38.39351,37.18269,59.06412197
31.9972076,3.45983062,39.91334,38.61803,71.17768139
-31.9972076,3.10521096,38.04918,36.79123,33.66739917
0,2.91050584,41.3738,39.95848,0.060523545
-31.9972076,2.98496986,39.11781,37.91815,10.54209053
31.99951171,3.51354238,40.62576,39.29419,91.18595467
-31.99951171,3.16166934,38.45288,37.13523,60.67696537
-31.99951171,3.01945525,38.92783,37.72836,13.93794151
-31.99490349,3.22301061,39.72336,38.41637,94.71090452
-31.99951171,3.22636759,39.80648,38.39265,95.45734369
32.00411994,3.40367742,39.28403,37.94188,30.80199151
-31.99951171,3.08598459,38.2629,37.02847,27.57305152
-31.99951171,3.15373465,38.21541,36.94544,54.92888485
-31.9972076,3.17540246,38.88033,37.50297,71.34881635
-31.99951171,3.14732586,38.13229,36.8624,50.96023138
31.99951171,3.34813458,39.65212,38.32148,17.54487014
-31.9972076,3.14091707,38.0848,36.82681,48.1506486
-31.9972076,3.11772335,37.97793,36.75564,38.0184726
31.99951171,3.46868086,40.12707,38.83156,77.37303017
31.9972076,3.44182498,39.35528,38.08423,55.47570839
-31.9972076,3.11894408,38.00168,36.81495,38.48716439
31.99951171,3.45006485,39.72336,38.41637,64.56002421
-31.9972076,3.1326772,38.00168,36.82681,44.00410226
0,2.9236286,41.04134,39.61448,0.125640981
-31.99951171,3.06370642,38.55974,37.26572,20.83514762
0,3.47661555,41.1957,39.74496,99.84486965
-31.9972076,3.16868849,38.70223,37.30131,66.46677814
-31.9972076,3.17570764,38.88033,37.63346,71.89653803
31.9972076,3.43358511,39.23654,37.89443,48.60415231
-31.99951171,3.04753185,38.69035,37.41993,18.19907782
-32.00181582,3.0780499,38.34602,37.13523,25.39526768
31.99951171,3.46776532,40.0677,38.73666,75.98465212
31.99951171,3.39543755,39.46214,38.21471,28.40438387
0,3.36797131,41.13633,39.79241,99.54068733
-31.99490349,3.14335851,38.12042,36.92171,49.22998169
31.99951171,3.32158389,39.78273,38.35706,10.37980704
-31.9972076,3.16258488,38.47663,37.1471,61.39441232
31.9972076,3.47417411,40.18644,38.81969,79.40679567
31.99951171,3.44914931,39.67587,38.46382,63.54351494
-31.99951171,3.22941939,39.91334,38.64176,97.11671952
0,2.84336614,41.69439,40.32622,0.213405069
-31.99951171,3.08354314,38.27478,36.99289,26.61601017
32.00181582,3.44975967,39.55713,38.29775,62.67186414
-31.99951171,3.13481346,38.01355,36.82681,45.78428488
0,2.91813535,41.26694,39.89917,0.125640981
-31.99951171,3.17753872,38.98719,37.71649,73.60938861
-31.9972076,3.11711299,38.02543,36.68446,38.04355136
-31.99490349,3.17723354,38.92783,37.74022,72.7639695
31.9972076,3.43205921,39.24842,38.04864,47.83284592
-31.99490349,2.37064164,40.2933,39.10439,2.184997154
31.99951171,3.42015717,39.14155,37.82325,40.18896803
-31.9972076,3.11131456,37.97793,36.7675,36.42936795
-32.00181582,3.15159838,38.13229,36.99289,53.48095643
-31.9972076,3.1528191,38.22728,36.92171,54.321394
-31.99951171,3.09697108,38.12042,36.8624,30.93124548
31.99951171,3.45433738,39.74711,38.55872,67.89803969
0,2.7286183,41.62315,40.27877,0.388484217
31.9972076,3.46623941,40.13894,38.83156,76.01612423
-31.99490349,3.0966659,38.13229,36.82681,31.36075874
-31.9972076,3.23155566,39.91334,38.52314,97.01732485
32.00181582,3.47356374,40.2458,39.05694,79.79197897
0,3.34843977,40.83949,39.50771,99.69177997
31.9972076,3.29320211,40.18644,38.89087,6.334994954
-31.9972076,3.17051957,38.73785,37.39621,67.51311572
-31.9972076,3.16014343,38.42913,37.23013,59.66378222
-31.9972076,3.08934157,38.16791,36.8624,28.53495243
-31.9972076,3.21080339,39.60463,38.29775,89.88586022
31.99490349,3.35179675,39.69962,38.36892,18.45034254
32.00181582,3.4680705,40.15081,38.83156,77.03344527
-31.9972076,3.10856794,38.04918,36.7675,35.04525874
-31.99951171,3.14579995,38.07292,36.87426,50.36273729
0,2.56961929,41.38567,40.08897,0.060523545
31.99951171,3.47722591,40.2458,38.96204,80.78206323
-31.99951171,3.16594186,38.58349,37.26572,63.91295394
-31.99951171,3.2309453,39.91334,38.51127,96.53671996
-31.9972076,3.22758831,39.81835,38.51127,96.03012564
31.9972076,3.46837568,40.13894,38.84342,77.02686093
-31.9972076,3.14152743,38.04918,36.79123,48.05882074
32.00411994,3.24040589,40.43578,38.95018,4.328272552
0,2.89311055,41.65877,40.32622,0.213405069
31.99951171,3.34721904,39.569,38.14354,16.85640149
-31.9972076,3.18974594,39.23654,37.89443,80.58367679
31.99490349,3.43968872,39.40277,38.19099,54.42890099
-31.9972076,3.17753872,38.92783,37.62159,73.14781438
31.9972076,3.38567178,39.50964,38.19099,25.76593256
0,2.82932784,41.68252,40.27877,0.213405069
0,2.62302586,41.40942,40.1127,-1.0764e-12
31.99951171,3.39208057,39.3434,38.08423,26.99625381
31.9972076,3.43419547,39.23654,37.91815,49.06396168
31.99490349,3.45128557,39.67587,38.35706,64.70134602
-31.9972076,3.1638056,38.536,37.07592,62.35386164
-31.9972076,3.1808957,39.09406,37.82325,75.9411898
0,2.91630426,41.07696,39.69751,-1.0764e-12
31.99490349,3.45067521,39.69962,38.42824,64.6743945
-31.99951171,3.16319524,38.51225,37.25386,62.30223352
31.99951171,3.43266957,39.17717,37.88256,48.70827416
-31.9972076,2.80796521,39.53338,38.29775,5.507803448
31.99490349,3.32829786,39.75898,38.40451,12.21180868
-31.99951171,3.01396201,38.91595,37.58601,12.95266211
31.9972076,3.26237888,40.43578,39.03322,5.190448221
31.99951171,3.44243534,39.40277,38.0605,56.54591367
31.9972076,3.40642405,39.20092,37.88256,31.9682134
0,3.34538796,40.66138,39.2586,99.06880096
-32.00181582,3.14061189,38.02543,36.75564,47.60507518
31.99951171,3.39452201,39.45027,38.26216,27.97946517
-32.00181582,3.20073243,39.43839,38.20285,86.20259845
-31.9972076,3.19920653,39.3909,38.09609,85.48300261
31.9972076,3.32616159,39.78273,38.41637,11.61213116
31.9972076,3.36156252,39.569,38.21471,20.42121943
-31.99951171,3.06126497,38.54787,37.31317,20.83767593
-32.00181582,2.93461509,39.23654,38.0605,8.146332473
-31.99951171,3.17448692,38.90408,37.57414,71.17694219
-31.9972076,3.16716258,38.60724,37.36062,65.11536401
-31.99951171,3.14579995,38.0848,36.77936,50.12069174
31.9972076,3.33287556,39.86584,38.535,13.77321202
-31.9972076,3.06767376,38.50037,37.15896,22.09305433
-32.00181582,3.19584955,39.33153,38.00119,83.46204246
-31.99951171,3.05851835,38.59536,37.31317,20.23799841
32.00181582,3.43511101,39.23654,37.93002,49.51216175
-31.99951171,3.18181125,39.08218,37.84698,76.06111675
0,3.34111543,40.18644,38.81969,99.29782719
-31.9972076,3.07347219,38.47663,37.25386,23.35363743
32.00181582,3.54955367,40.83949,39.42468,95.20481917
-31.99951171,3.0811017,38.29852,37.09965,25.77399348
0,3.34294652,40.36454,39.03322,99.39295012
-31.99951171,2.81040665,39.49776,38.2503,5.724121581
31.9972076,3.37315938,39.59275,38.27402,23.00760612
31.99951171,3.42259861,39.22467,37.89443,42.01204762
-31.99951171,2.94346532,39.22467,38.00119,8.503161306
0,2.92484932,41.27881,39.91104,0.292987095
31.99951171,3.48577096,40.35266,39.00949,85.04889322
0,2.93217365,41.3738,40.08897,0.509157287
-31.99951171,2.47287709,40.11519,38.78411,2.506360603
-31.99951171,3.14457923,38.0848,36.82681,50.34185936
-31.99951171,2.91813535,39.31966,37.95374,7.90745422
-31.99951171,3.1342031,37.97793,36.75564,44.48600172
31.99951171,3.44487678,39.49776,38.1554,58.41873137
31.99951171,3.45983062,39.90147,38.68921,71.4175435
0,2.93858244,41.3738,40.0178,0.696165579
-31.99951171,3.11009384,38.00168,36.75564,35.37107687
-31.9972076,3.216907,39.69962,38.35706,92.5243547
-31.99951171,3.21080339,39.569,38.2503,90.28043963
32.00181582,3.43968872,39.24842,37.98933,53.31686085
31.9972076,3.4415198,39.46214,38.26216,56.1078857
0,2.9156939,41.45692,39.99407,0.213405069
31.9972076,3.48882277,40.49515,39.24674,85.97020917
32.00181582,3.47020676,40.11519,38.7248,77.77397783
-32.00181582,3.15953307,38.38164,37.09965,59.57689252
-31.99951171,3.18547341,39.17717,37.82325,77.94508732
32.00181582,3.44487678,39.49776,38.2503,58.38740584
-31.99951171,2.98069734,39.11781,37.81139,10.57992934
31.9972076,3.43816281,39.31966,37.93002,52.22830494
-32.00181582,3.13756008,38.00168,36.75564,46.28281631
-31.9972076,3.15831235,38.33414,37.07592,58.58441458
-31.99951171,3.16746777,38.59536,37.30131,65.71500699
-31.99951171,3.13481346,38.01355,36.82681,45.54440507
-31.9972076,3.2074464,39.50964,38.2503,88.5337174
32.00181582,3.42412451,39.08218,37.82325,42.55573037
31.9972076,3.44274052,39.40277,38.21471,56.70830023
32.00181582,3.40825513,39.17717,37.88256,32.92768863
-31.99490349,3.15220874,38.22728,36.98102,54.11401808
-32.00181582,3.16289006,38.4885,37.13523,61.75635028
31.99490349,3.4540322,39.80648,38.41637,67.0729146
0,3.34203098,40.19831,38.89087,100
-31.99951171,2.91172656,39.31966,38.10795,7.97474474
32.00181582,3.52361334,40.66138,39.29419,92.1196816
-31.99951171,3.21202411,39.54526,38.16726,89.940449
31.99490349,3.35057603,39.6165,38.29775,17.90276417
31.9972076,3.48180362,40.32892,39.03322,83.14310498
32.00181582,3.42961776,39.17717,37.76394,45.46599154
-31.9972076,3.04203861,38.73785,37.5267,16.78153266
-31.99951171,3.15739681,38.32227,37.00475,57.62499117
-31.99951171,3.15770199,38.34602,37.02847,57.79944539
31.99951171,3.39665827,39.33153,37.97747,28.25022174
-31.9972076,3.18486305,39.1653,37.76394,77.59597662
31.99490349,3.4726482,40.17456,38.92646,78.77653488
31.99951171,3.47386893,40.22206,38.92646,79.34285471
-31.99951171,3.23491264,39.93709,38.51127,97.34932991
32.00181582,3.14549477,40.76825,39.41282,2.017273956
-31.9972076,3.20225834,39.37902,38.08423,85.87133592
0,3.34386206,40.55452,39.21115,99.18001769
-31.99951171,3.14091707,38.04918,36.81495,47.61302712
31.99951171,3.41313802,39.12968,37.82325,36.47487096
-31.99951171,3.15556573,38.28665,37.02847,56.24030128
31.99951171,3.48302434,40.32892,39.04508,83.45407992
-31.99951171,3.01213092,38.92783,37.7758,13.52175731
-31.99951171,3.04692149,38.7141,37.44366,17.49840964
31.99951171,3.44792859,39.569,38.19099,61.29712294
-31.99951171,3.19523919,39.3909,37.97747,83.40967165
31.99951171,3.48302434,40.34079,38.99763,83.18078196
0,3.34935531,40.82761,39.46027,99.06880096
32.00181582,3.35027085,39.569,38.16726,17.64119871
31.99951171,3.35240711,39.55713,38.14354,18.17569169
-31.99490349,2.92057679,39.28403,37.98933,7.882822315
31.99951171,3.40184634,39.27216,38.03678,30.47815666
31.9972076,3.37499046,39.48589,38.16726,23.12599884
-31.99951171,3.10124361,38.0848,36.87426,32.79989818
-31.99490349,3.10185397,38.07292,36.89799,32.58806607
-31.9972076,3.1747921,38.85658,37.47924,70.86909169
31.99951171,3.46562905,40.11519,38.83156,75.71413779
0,2.91142138,41.3738,39.95848,0.060523545
-31.9972076,3.04661631,38.65473,37.45552,18.07915087
-31.99951171,3.08903639,38.22728,36.99289,28.53576314
31.99951171,3.44579232,39.49776,38.14354,59.01839162
-31.9972076,3.15800717,38.32227,37.0522,57.77306904
31.9972076,3.38078889,39.48589,38.21471,24.49872424
-31.99951171,3.19127184,39.31966,37.98933,81.76489868
-31.99951171,3.23826963,40.0202,38.58245,97.50486284
-31.9972076,3.19432364,39.3909,37.97747,83.16980954
31.9972076,3.39269093,39.46214,38.23844,27.5648615
-31.9972076,2.22293431,40.54264,39.19929,1.070345917
0,2.17196918,40.94635,39.61448,0.292987095
-31.9972076,3.17998016,38.98719,37.72836,74.8027178
-31.9972076,3.15465019,38.28665,36.99289,56.21863811
-31.99490349,3.15159838,38.21541,36.92171,53.66737013
31.99951171,3.44335088,39.50964,38.27402,57.72368387
31.9972076,3.3728542,39.54526,38.23844,22.94207104
31.9972076,3.556878,40.82761,39.42468,95.62358535
-31.99951171,3.18577859,39.12968,37.83512,78.30702528
-31.99951171,3.03044175,38.82096,37.60973,14.98252643
31.99951171,3.41100175,39.1653,37.84698,34.91575271
-31.9972076,3.21110857,39.53338,38.14354,89.58929304
32.00181582,3.09697108,40.82761,39.42468,1.144747971
32.00181582,3.43236439,39.17717,37.83512,47.32001696
-31.9972076,3.16868849,38.63099,37.25386,65.96262241
-31.99951171,3.14579995,38.10854,36.8624,51.18140806
-31.99951171,3.14549477,38.07292,36.79123,50.13160328
0,2.2418555,40.98197,39.68565,0.213405069
-31.9972076,3.18425269,39.09406,37.74022,77.23618755
-31.9972076,2.98008698,39.11781,37.84698,10.88323692
31.99490349,3.4836347,40.32892,38.99763,84.20936201
31.99259937,3.43389029,39.27216,37.93002,49.08385106
-32.00181582,3.17387655,38.86846,37.57414,71.09073472
0,2.87632563,41.70626,40.32622,-1.0764e-12
32.00181582,3.44060426,39.33153,38.08423,54.46095532
32.00181582,3.63012131,40.99384,39.72124,98.41275399
-31.9972076,3.17540246,38.95157,37.71649,71.74366347
-31.9972076,3.16472114,38.536,37.25386,62.95657692
31.99951171,3.33806363,39.72336,38.36892,14.90456698
0,3.35393301,41.00572,39.62634,99.69177997
32.00181582,3.35912108,39.54526,38.2503,19.68011066
31.99951171,3.49584192,40.44765,39.09253,87.48854566
0,2.77653162,41.65877,40.3618,0.696165579
31.99951171,3.25078202,40.34079,38.99763,5.051641736
0,3.38780804,41.21944,39.80428,100
31.9972076,3.42442969,39.27216,38.02491,43.27549598
-31.99951171,3.16136416,38.39351,37.1471,60.19810367
-31.99951171,3.12626841,37.97793,36.81495,41.25666188
31.99951171,3.47051194,40.18644,38.85528,78.33254003
-31.9972076,3.15465019,38.27478,36.94544,56.06594205
31.99951171,3.46654459,40.12707,38.84342,75.95400854
-31.99951171,3.22484169,39.81835,38.42824,95.21833547
-31.9972076,3.10490578,38.04918,36.83868,33.46112223
31.9972076,3.3182269,39.87772,38.49941,9.300396218
0,2.91203174,41.57565,40.21946,0.292987095
